train_loss,lr,epoch,step,val_loss
1.064877986907959,0.0010000000474974513,0,9,
1.3180999755859375,0.0010000000474974513,0,19,
1.5276496410369873,0.0010000000474974513,0,29,
1.6588170528411865,0.0010000000474974513,0,39,
2.1280698776245117,0.0010000000474974513,0,49,
1.275010108947754,0.0010000000474974513,0,59,
1.274111270904541,0.0010000000474974513,0,69,
1.5707461833953857,0.0010000000474974513,0,79,
1.3027145862579346,0.0010000000474974513,0,89,
1.3352525234222412,0.0010000000474974513,0,99,
1.2577197551727295,0.0010000000474974513,0,109,
1.2765675783157349,0.0010000000474974513,0,119,
1.8439466953277588,0.0010000000474974513,0,129,
1.3613535165786743,0.0010000000474974513,0,139,
1.3416564464569092,0.0010000000474974513,0,149,
1.5661201477050781,0.0010000000474974513,0,159,
1.7560524940490723,0.0010000000474974513,0,169,
1.466869592666626,0.0010000000474974513,0,179,
1.512437105178833,0.0010000000474974513,0,189,
1.0184926986694336,0.0010000000474974513,0,199,
1.0173461437225342,0.0010000000474974513,0,209,
0.9368468523025513,0.0010000000474974513,0,219,
1.4528801441192627,0.0010000000474974513,0,229,
0.6861023902893066,0.0010000000474974513,0,239,
1.2467896938323975,0.0010000000474974513,0,249,
1.0044543743133545,0.0010000000474974513,0,259,
1.1430158615112305,0.0010000000474974513,0,269,
1.2737222909927368,0.0010000000474974513,0,279,
0.7675178050994873,0.0010000000474974513,0,289,
1.1805012226104736,0.0010000000474974513,0,299,
1.6499741077423096,0.0010000000474974513,0,309,
,,0,312,1.0088446140289307
1.054348349571228,0.0010000000474974513,1,319,
1.1253724098205566,0.0010000000474974513,1,329,
0.877026379108429,0.0010000000474974513,1,339,
1.0886595249176025,0.0010000000474974513,1,349,
0.9679101705551147,0.0010000000474974513,1,359,
1.0592182874679565,0.0010000000474974513,1,369,
0.8743588924407959,0.0010000000474974513,1,379,
0.7260840535163879,0.0010000000474974513,1,389,
1.4272828102111816,0.0010000000474974513,1,399,
1.3576310873031616,0.0010000000474974513,1,409,
1.04006028175354,0.0010000000474974513,1,419,
1.211958646774292,0.0010000000474974513,1,429,
1.0716159343719482,0.0010000000474974513,1,439,
1.0505489110946655,0.0010000000474974513,1,449,
0.9831432104110718,0.0010000000474974513,1,459,
1.3681288957595825,0.0010000000474974513,1,469,
1.2004196643829346,0.0010000000474974513,1,479,
1.5637822151184082,0.0010000000474974513,1,489,
0.9790629148483276,0.0010000000474974513,1,499,
1.1518640518188477,0.0010000000474974513,1,509,
1.162005066871643,0.0010000000474974513,1,519,
1.237288475036621,0.0010000000474974513,1,529,
0.6688228249549866,0.0010000000474974513,1,539,
0.7910982966423035,0.0010000000474974513,1,549,
0.8595561981201172,0.0010000000474974513,1,559,
0.9591257572174072,0.0010000000474974513,1,569,
1.425316572189331,0.0010000000474974513,1,579,
1.0124448537826538,0.0010000000474974513,1,589,
0.8176143169403076,0.0010000000474974513,1,599,
1.336142659187317,0.0010000000474974513,1,609,
1.4686479568481445,0.0010000000474974513,1,619,
,,1,625,0.9542889595031738
1.5134490728378296,0.0010000000474974513,2,629,
0.9676278233528137,0.0010000000474974513,2,639,
0.996867835521698,0.0010000000474974513,2,649,
1.2579922676086426,0.0010000000474974513,2,659,
0.8630311489105225,0.0010000000474974513,2,669,
0.7802272439002991,0.0010000000474974513,2,679,
0.7889600396156311,0.0010000000474974513,2,689,
1.0854439735412598,0.0010000000474974513,2,699,
1.2317596673965454,0.0010000000474974513,2,709,
0.9911314845085144,0.0010000000474974513,2,719,
1.0789954662322998,0.0010000000474974513,2,729,
1.090085506439209,0.0010000000474974513,2,739,
1.1321091651916504,0.0010000000474974513,2,749,
0.9971832036972046,0.0010000000474974513,2,759,
0.9415422081947327,0.0010000000474974513,2,769,
0.8370426893234253,0.0010000000474974513,2,779,
1.2248713970184326,0.0010000000474974513,2,789,
1.82444429397583,0.0010000000474974513,2,799,
0.7615623474121094,0.0010000000474974513,2,809,
1.187861680984497,0.0010000000474974513,2,819,
0.970835268497467,0.0010000000474974513,2,829,
0.9370450973510742,0.0010000000474974513,2,839,
0.9023905396461487,0.0010000000474974513,2,849,
0.8162493705749512,0.0010000000474974513,2,859,
1.1958612203598022,0.0010000000474974513,2,869,
0.8811394572257996,0.0010000000474974513,2,879,
